LTE基站接入点数,地市,带宽,接入OLT个数,日峰值利用率,日峰值流速,日忙时均值利用率,日忙时均值流速,日期,是否接入LTE基站,是否接入OLT,环名称,环的总节点数,省,分类
2.0,焦作,1,0.0,0.00292,2.92,0.0025,2.5,20200302,是,否,焦作市南北苑链4-山阳建国饭店,1.0,河南,接入层
10.0,焦作,1,0.0,0.06055,60.55,0.04822,48.22,20200302,是,否,生产楼核心一链14-环保局(室分),3.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,焦作市接入环双跨环12-迎宾馆东北角-西于村安置小区-贰仟家室分,1.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,焦作市区接入环8-新理工松5机房-新理工博士楼-中华新天地链,1.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,焦作市小尚接入链2-焦作市中站区风神轮胎有限公司基站,1.0,河南,接入层
48.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,孟州接入环15-西虢-廉桥,10.0,河南,接入层
2.0,焦作,2,0.0,0.25962999999999997,259.63,0.22959000000000002,229.59,20200302,是,否,博爱接入环16-吕店-皂角树,6.0,河南,接入层
18.0,焦作,1,0.0,0.14949,149.49,0.14726,147.26,20200302,是,否,武陟县接入环29-商贸城2-兰封,2.0,河南,接入层
12.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环19-白庄-双锌汽修,4.0,河南,接入层
0.0,焦作,1,0.0,0.03244,32.44,0.0217,21.7,20200302,否,否,生产楼接入环2-农信小区-市区图书馆-迎宾馆一号楼室分,1.0,河南,接入层
6.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,生产楼接入环2-农信小区-市区图书馆-美中城室分,3.0,河南,接入层
0.0,焦作,1,0.0,0.01583,15.83,0.01202,12.02,20200302,否,否,生产楼核心一链18-焦作市商业总行二楼机房(数据),1.0,河南,接入层
18.0,焦作,1,1.0,0.26744,267.44,0.26607,266.07,20200302,是,是,孟州接入环14-人民医院北-函丈北,7.0,河南,接入层
26.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环47-张菜园-东大刘庄,7.0,河南,接入层
8.0,焦作,1,0.0,0.13325,133.25,0.11807,118.07,20200302,是,否,温县接入环17-西周-北冷,4.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,高新区核心一链4-中华新天地住宅楼,1.0,河南,接入层
10.0,焦作,1,0.0,0.03616,36.16,0.03227,32.27,20200302,是,否,生产楼核心3链9-水利局VPN（数据）,1.0,河南,接入层
4.0,焦作,1,0.0,0.03306,33.06,0.03033,30.33,20200302,是,否,焦作市南北苑链10-焦煤医院室分,1.0,河南,接入层
50.0,焦作,10,0.0,0.00373,3.73,0.00229,2.29,20200302,是,否,武陟县接入环30-侯园二巷-和平饭店,10.0,河南,接入层
8.0,焦作,2,0.0,0.06503,65.03,0.06267,62.67,20200302,是,否,孟州接入环8-西虢汽校-红星村,3.0,河南,接入层
4.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,高新区核心一链3-1934-电子科技园,1.0,河南,接入层
16.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环9-沁阳高村-大海科技,1.0,河南,接入层
22.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环39-粮食局-交警队2-怀府数据,1.0,河南,接入层
12.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环35-武陟机房数据3（集客）-武陟机房数据4（集客）,1.0,河南,接入层
18.0,焦作,3,0.0,0.31213,312.13,0.29741,297.41,20200302,是,否,修武县双跨接入环9-新公安局-修武地税局,6.0,河南,接入层
90.0,焦作,10,0.0,0.83012,830.12,0.81192,811.92,20200302,是,否,生产楼接入环2-农信小区-市区图书馆,11.0,河南,接入层
30.0,焦作,20,0.0,0.07472,74.72,0.05602,56.02,20200302,是,否,焦作市接入环双跨环10-市政广场-防疫站,7.0,河南,接入层
12.0,焦作,1,0.0,0.24755000000000002,247.55,0.19409,194.09,20200302,是,否,温县接入环14-徐吕-北冷村,6.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,西万汇聚接入环1-西万汇聚-西万镇南石化监控,1.0,河南,接入层
0.0,焦作,1,0.0,0.00436,4.36,0.00434,4.34,20200302,否,否,修武县接入环18-东夏庄-李固-中铝石化监控（集客）链,1.0,河南,接入层
20.0,焦作,10,0.0,0.43511,435.11,0.4203,420.3,20200302,是,否,武陟县接入环3-黄河集团-大封,12.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,焦作市接入环双跨环12-迎宾馆东北角-西于村安置小区-西于村室分,1.0,河南,接入层
18.0,焦作,GE,0.0,0.05937,59.37,0.05522,55.22,20200302,是,否,沁阳接入环27-移动公司-朱庄北,6.0,河南,接入层
16.0,焦作,1,0.0,0.0277,27.7,0.027559999999999998,27.56,20200302,是,否,博爱接入环15-月山政府-寨豁,8.0,河南,接入层
0.0,焦作,1,0.0,0.00075,0.75,0.00075,0.75,20200302,否,否,生产楼核心3链4-水利局VPN（数据）,1.0,河南,接入层
6.0,焦作,1,0.0,0.02802,28.02,0.027989999999999998,27.99,20200302,是,否,修武县接入环11-裕国庄北-千仓,5.0,河南,接入层
10.0,焦作,1,0.0,0.12093000000000001,120.93,0.11714,117.14,20200302,是,否,博爱接入环6-新高庙-高庙2,3.0,河南,接入层
6.0,焦作,1,0.0,0.00747,7.47,0.00736,7.36,20200302,是,否,温县接入环15-韩郭作-西郭作,2.0,河南,接入层
2.0,焦作,1,0.0,0.039369999999999995,39.37,0.02253,22.53,20200302,是,否,生产楼接入环2-农信小区-市区图书馆-美中城室分链,1.0,河南,接入层
0.0,焦作,2,0.0,0.9315,931.5,0.88295,882.95,20200302,否,否,孟州接入环31-孟州机房数据-孟州机房数据2,4.0,河南,接入层
52.0,焦作,1,0.0,0.16084,160.84,0.13996,139.96,20200302,是,否,焦作市区接入环24-卫校西街-医药局-铁路电缆厂灯杆,1.0,河南,接入层
34.0,焦作,10,0.0,0.37485,374.85,0.36363999999999996,363.64,20200302,是,否,焦作市接入环双跨环3-造店-新发地,14.0,河南,接入层
88.0,焦作,20,0.0,0.53213,532.13,0.49964,499.64,20200302,是,否,焦作市接入环双跨环4-焦大教学楼-豫龙商贸城,6.0,河南,接入层
48.0,焦作,10,0.0,0.36862,368.62,0.31977,319.77,20200302,是,否,新新家园接入环5-万方电影院-焦作商厦,9.0,河南,接入层
6.0,焦作,1,0.0,0.11044,110.44,0.08819,88.19,20200302,是,否,修武县接入环22-修武机房数据3-修武机房数据,3.0,河南,接入层
46.0,焦作,1,0.0,0.047420000000000004,47.42,0.027899999999999998,27.9,20200302,是,否,焦作银发接入环2-鑫鑫小区-重型机械厂,4.0,河南,接入层
8.0,焦作,1,0.0,0.04298,42.98,0.03621,36.21,20200302,是,否,生产楼核心一链27-龙源世家室分,3.0,河南,接入层
2.0,焦作,1,0.0,0.01663,16.63,0.013699999999999999,13.7,20200302,是,否,温县接入链1-后岗,1.0,河南,接入层
4.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,修武县接入环9-方庄-新王庄-云台天阶链,1.0,河南,接入层
10.0,焦作,1,0.0,0.07734999999999999,77.35,0.06985,69.85,20200302,是,否,沁阳接入环7-西王占-王占汇聚,0.0,河南,接入层
7.0,焦作,1,0.0,0.07232,72.32,0.07017,70.17,20200302,是,否,焦作市南北苑链2-南北苑数据,2.0,河南,接入层
2.0,焦作,1,0.0,0.11045999999999999,110.46,0.08823,88.23,20200302,是,否,修武县双跨接入环13-大文案-大位村,4.0,河南,接入层
2.0,焦作,1,0.0,0.00694,6.94,0.00591,5.91,20200302,是,否,生产楼核心一链19-山阳区政府室分,1.0,河南,接入层
0.0,焦作,4,0.0,0.14693,146.93,0.13629,136.29,20200302,否,否,修武县接入环6-修武县委-财政局室分,4.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,高新区核心一链8-百大嘉园建行,1.0,河南,接入层
16.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环9-葛村-大海科技,4.0,河南,接入层
4.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,银发接入环4-澳门豆捞-解放区人民检察院,2.0,河南,接入层
22.0,焦作,1,0.0,0.30360000000000004,303.6,0.28870999999999997,288.71,20200302,是,否,博爱接入环40-博十街村委会-九街居委会,10.0,河南,接入层
18.0,焦作,1,0.0,0.07305,73.05,0.06379,63.79,20200302,是,否,温县接入环6-滩路庄-西张王庄,8.0,河南,接入层
8.0,焦作,1,0.0,0.04528,45.28,0.03531,35.31,20200302,是,否,中站接入链1-丽水金沙-西城家园,1.0,河南,接入层
14.0,焦作,1,0.0,0.24184,241.84,0.23798,237.98,20200302,是,否,孟州接入环13-谷旦-北那沟东北,8.0,河南,接入层
4.0,焦作,1,0.0,0.00566,5.66,0.004860000000000001,4.86,20200302,是,否,博爱接入环26-博爱高级中学-西城2,2.0,河南,接入层
12.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环33-新圪垱店-雁赵庄,0.0,河南,接入层
32.0,焦作,1,0.0,0.28346,283.46,0.2565,256.5,20200302,是,否,焦作接入环6-多氟多-辛庄,9.0,河南,接入层
18.0,焦作,1,0.0,0.25695999999999997,256.96,0.24897999999999998,248.98,20200302,是,否,武陟县接入环40-周村(电信)-雁赵庄,6.0,河南,接入层
12.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环33-新圪垱店2-武陟观音堂,7.0,河南,接入层
32.0,焦作,10,0.0,0.24608000000000002,246.08,0.23582,235.82,20200302,是,否,银发接入环4-澳门豆捞2-解放区人民检察院,8.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,沁阳接入链3-人寿财险,1.0,河南,接入层
28.0,焦作,2,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入链4-祥和物流,2.0,河南,接入层
22.0,焦作,GE,0.0,0.33825,338.25,0.30859,308.59,20200302,是,否,博爱接入环34-阳庙-博爱阳邑,5.0,河南,接入层
6.0,焦作,1,0.0,0.09454000000000001,94.54,0.09009,90.09,20200302,是,否,温县接入环32-林庄-前张庄,3.0,河南,接入层
10.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环36-东两水-廖屯,2.0,河南,接入层
16.0,焦作,10,0.0,0.32738,327.38,0.32306999999999997,323.07,20200302,是,否,孟州接入环9-孟州南关2-西沃,9.0,河南,接入层
0.0,焦作,1,0.0,0.24655000000000002,246.55,0.24356,243.56,20200302,否,否,孟州链3-孟州网络经济发展促进中心,1.0,河南,接入层
2.0,焦作,1,0.0,0.04947,49.47,0.04432,44.32,20200302,是,否,博爱链2-宏基2,2.0,河南,接入层
76.0,焦作,10,0.0,0.58814,588.14,0.54125,541.25,20200302,是,否,焦作市区接入环25-卫校西街-解放士林村西南基站（铁塔）,16.0,河南,接入层
18.0,焦作,1,0.0,0.09770999999999999,97.71,0.07903,79.03,20200302,是,否,焦作市区10G接入环1-高新数据-生产楼数据,3.0,河南,接入层
0.0,焦作,1,0.0,0.05148,51.48,0.02822,28.22,20200302,否,否,新新家园链10-山阳区人社局,1.0,河南,接入层
86.0,焦作,2,0.0,0.48178,481.78,0.44698000000000004,446.98,20200302,是,否,中站接入环1-丽水金沙-田涧,12.0,河南,接入层
24.0,焦作,10,0.0,0.14537,145.37,0.13897,138.97,20200302,是,否,焦作市区接入环10-芦堡-南李万,4.0,河南,接入层
24.0,焦作,10,0.0,0.11886,118.86,0.11270999999999999,112.71,20200302,是,否,焦作市接入环双跨环14-龙湖玖号酒店-东王储,4.0,河南,接入层
2.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,焦作市接入环双跨环9-杨庄小学-大北张-杨庄东南500米,1.0,河南,接入层
84.0,焦作,10,0.0,0.30455,304.55,0.26933999999999997,269.34,20200302,是,否,1焦作市接入环双跨环9-杨庄小学-大北张,3.0,河南,接入层
4.0,焦作,10,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环1-西陶口-中司徒,5.0,河南,接入层
52.0,焦作,10,0.0,0.17972,179.72,0.17163,171.63,20200302,是,否,焦作市区接入环10-新体育馆2-师专2,8.0,河南,接入层
86.0,焦作,10,0.0,0.41073000000000004,410.73,0.40376,403.76,20200302,是,否,武陟县接入环19-职高北-歌乐苑,11.0,河南,接入层
0.0,焦作,1,0.0,0.00163,1.63,0.00149,1.49,20200302,否,否,马村接入环1-马村公交公司-马村办事处--马村泰康人寿链,1.0,河南,接入层
2.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,焦作市接入环双跨环3-造店-新发地链,1.0,河南,接入层
8.0,焦作,1,0.0,0.01662,16.62,0.0036,3.6,20200302,是,否,焦作市区接入环24-卫校西街-医药局-春光家属院链,2.0,河南,接入层
78.0,焦作,10,0.0,0.64185,641.85,0.60822,608.22,20200302,是,否,新新家园接入环7-新摩配城-康馨苑小区南,12.0,河南,接入层
22.0,焦作,10,0.0,0.20576,205.76,0.19897,198.97,20200302,是,否,焦作接入环4-二分局-学生路基站,8.0,河南,接入层
38.0,焦作,10,0.0,0.46806,468.06,0.45211,452.11,20200302,是,否,焦作市南北苑接入环3-老十七中-焦东百货,12.0,河南,接入层
52.0,焦作,20,0.0,0.40414,404.14,0.38071,380.71,20200302,是,否,焦作市南北苑接入环2-创远机械厂-中惠食品厂,10.0,河南,接入层
84.0,焦作,10,0.0,0.0,0.0,0.0,0.0,20200302,是,否,修武县接入环3-中铝联通-新王庄(10G),1.0,河南,接入层
70.0,焦作,11,0.0,0.5019,501.9,0.4783,478.3,20200302,是,否,生产楼接入环7-大别山商务酒店-农信小区,13.0,河南,接入层
68.0,焦作,10,0.0,0.30228,302.28,0.29420999999999997,294.21,20200302,是,否,新新家园接入环2-轮胎厂医院-豫轮宾馆,5.0,河南,接入层
2.0,焦作,10,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环21-西陶基站-岳庄,8.0,河南,接入层
0.0,焦作,1,0.0,2e-05,0.02,2e-05,0.02,20200302,否,否,焦作市马村接入环2-中轴-博丽建材南-青岛汉缆链,1.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,武陟县接入链8-武陟公安局（数据）,1.0,河南,接入层
0.0,焦作,1,0.0,0.0022400000000000002,2.24,0.00221,2.21,20200302,否,否,孟州接入环31-孟州机房数据-孟州机房数据2-孟州地税局链,1.0,河南,接入层
0.0,焦作,1,0.0,0.15593,155.93,0.11833,118.33,20200302,否,否,孟州接入环31-孟州机房数据-孟州机房数据2-中医院链,1.0,河南,接入层
8.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环30-侯园二巷-和平饭店-职专链,1.0,河南,接入层
102.0,焦作,10,0.0,0.29270999999999997,292.71,0.27708999999999995,277.09,20200302,是,否,修武县接入环9-方庄-新王庄,29.0,河南,接入层
32.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环13-南坛(联通)-人寿保险2,5.0,河南,接入层
16.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环20-崇义粮局-柏香,1.0,河南,接入层
22.0,焦作,1,0.0,0.08168,81.68,0.08159000000000001,81.59,20200302,是,否,沁阳接入环45-肖寺-大张村,9.0,河南,接入层
8.0,焦作,1,0.0,0.04288,42.88,0.03491,34.91,20200302,是,否,沁阳接入环44-老四中-柏香,2.0,河南,接入层
0.0,焦作,2,0.0,0.00526,5.26,0.00309,3.09,20200302,否,否,沁阳环15-晨光实业-东紫陵链,2.0,河南,接入层
2.0,焦作,10,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳环15-晨光实业-东紫陵,4.0,河南,接入层
38.0,焦作,11,0.0,0.48791,487.91,0.44537,445.37,20200302,是,否,修武县接入环1-修武化纺厂-河北新庄,19.0,河南,接入层
82.0,焦作,11,0.0,0.59214,592.14,0.55075,550.75,20200302,是,否,银发接入环1-新华中街2-万方科技学院图书馆,18.0,河南,接入层
6.0,焦作,1,0.0,0.06039,60.39,0.04354,43.54,20200302,是,否,沁阳接入环14-横道-西向北,1.0,河南,接入层
28.0,焦作,GE,0.0,0.301,301.0,0.26756,267.56,20200302,是,否,焦作市区接入环13-六运-运管所,11.0,河南,接入层
46.0,焦作,1,0.0,0.010320000000000001,10.32,0.00933,9.33,20200302,是,否,沁阳接入环2-工贸学院-肖作,5.0,河南,接入层
18.0,焦作,10,0.0,0.16128,161.28,0.14336000000000002,143.36,20200302,是,否,焦作银发接入环3-体检中心-重型机械厂,4.0,河南,接入层
8.0,焦作,1,0.0,0.07639,76.39,0.07011,70.11,20200302,是,否,武陟乔庙接入环1-詹店-凯雪面粉厂,3.0,河南,接入层
90.0,焦作,10,0.0,0.92472,924.72,0.892,892.0,20200302,是,否,武陟县接入环6-红旗二区-商贸城,15.0,河南,接入层
24.0,焦作,1,0.0,0.04164,41.64,0.0415,41.5,20200302,是,否,孟州接入环25-邮政局2-蔬菜基地,7.0,河南,接入层
0.0,焦作,1,0.0,0.00026000000000000003,0.26,0.00026000000000000003,0.26,20200302,否,否,新新家园链5-焦作农行八楼,1.0,河南,接入层
58.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环40-享润洗浴-武陟原庄村（铁塔）,9.0,河南,接入层
0.0,焦作,10,6.0,0.26993,269.93,0.24445,244.45,20200302,否,是,温县接入环39-温县移动公司1-温县移动公司2,2.0,河南,接入层
18.0,焦作,1,0.0,0.01487,14.87,0.01477,14.77,20200302,是,否,温县接入环30-三星公司-瑞通公司,7.0,河南,接入层
20.0,焦作,1,0.0,0.26815,268.15,0.25853,258.53,20200302,是,否,武陟县接入环45-大陶-小董西,6.0,河南,接入层
24.0,焦作,10,0.0,0.1507,150.7,0.12489,124.89,20200302,是,否,焦作市接入环双跨环5-第二慈善医院西600米-森林半岛,7.0,河南,接入层
16.0,焦作,1,0.0,0.13316999999999998,133.17,0.12440000000000001,124.4,20200302,是,否,焦作市马村接入环5-南水北调楼-白庄小区,5.0,河南,接入层
0.0,焦作,1,0.0,0.04929,49.29,0.045340000000000005,45.34,20200302,否,否,生产楼核心一链6-人才大厦(数据),1.0,河南,接入层
10.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,10G接入环1-高新数据-生产楼数据,2.0,河南,接入层
0.0,焦作,1,0.0,0.00035,0.35,0.00027,0.27,20200302,否,否,生产楼核心3链3-中国人寿长途（数据）,1.0,河南,接入层
8.0,焦作,1,0.0,0.12445,124.45,0.1215,121.5,20200302,是,否,孟州接入环26-顺涧-西赵和,4.0,河南,接入层
32.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环6-南坛(联通)-人寿保险2,3.0,河南,接入层
10.0,焦作,1,0.0,0.14793,147.93,0.13767,137.67,20200302,是,否,武陟县接入环27-覃怀公园东(灯杆)-武陟昆仑商务酒店（灯杆）,5.0,河南,接入层
16.0,焦作,1,0.0,0.11145999999999999,111.46,0.10216,102.16,20200302,是,否,孟州接入环7-滨河公园南桥-毛庄,7.0,河南,接入层
2.0,焦作,1,0.0,0.0030099999999999997,3.01,0.00195,1.95,20200302,是,否,焦作市南北苑链8-春天购物广场室分,1.0,河南,接入层
24.0,焦作,1,0.0,0.14665999999999998,146.66,0.13523,135.23,20200302,是,否,武陟县接入环34-南孟迁-东岩,7.0,河南,接入层
2.0,焦作,1,0.0,0.03091,30.91,0.02471,24.71,20200302,是,否,修武县双跨接入环7-小营北-小营,2.0,河南,接入层
10.0,焦作,1,0.0,0.16188999999999998,161.89,0.15031999999999998,150.32,20200302,是,否,沁阳接入环42-南董-南山,6.0,河南,接入层
4.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,焦作市区接入环9-森林半岛-新河一桥西基站2--美映湖六号（室分）,2.0,河南,接入层
6.0,焦作,1,0.0,0.02686,26.86,0.02181,21.81,20200302,是,否,焦作银发接入环3-体检中心-重型机械厂-新华街写字楼室分链,1.0,河南,接入层
8.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入链1-大刘庄,3.0,河南,接入层
22.0,焦作,1,0.0,0.35983,359.83,0.32817,328.17,20200302,是,否,博爱接入环14-柏山制动器厂-芦桥,8.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,焦作市区接入环8-新理工松5机房-新理工博士楼-建行理工大ATM链,1.0,河南,接入层
8.0,焦作,2,0.0,0.18223,182.23,0.16901,169.01,20200302,是,否,焦作市区接入环17-艺新派出所-西村,9.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,高新区核心一链6-高新九楼基站,1.0,河南,接入层
10.0,焦作,1,0.0,0.04219,42.19,0.03668,36.68,20200302,是,否,武陟县接入链2-懿品阁,1.0,河南,接入层
4.0,焦作,1,0.0,0.02905,29.05,0.027260000000000003,27.26,20200302,是,否,宁郭接入链1-宁郭传输机房,1.0,河南,接入层
14.0,焦作,1,0.0,0.05675,56.75,0.05303,53.03,20200302,是,否,温县接入环8-常店-小渠河,5.0,河南,接入层
48.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环6-沁阳皇家音乐会所-牛庄,11.0,河南,接入层
16.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环41-常平窑头-沁阳宏达钢厂,4.0,河南,接入层
10.0,焦作,1,0.0,0.27832,278.32,0.26557,265.57,20200302,是,否,博爱接入环32-西城-许良中学南,8.0,河南,接入层
8.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环35-武陟机房数据3(集客)-武陟机房数据4(集客),3.0,河南,接入层
10.0,焦作,1,0.0,0.04207,42.07,0.038,38.0,20200302,是,否,焦作市区接入环18-郝庄-中级人民法院-太极景润室分,2.0,河南,接入层
2.0,焦作,1,0.0,0.00311,3.11,0.0022,2.2,20200302,是,否,中站接入环2-中站网通-中站劳动局链,1.0,河南,接入层
6.0,焦作,2,0.0,0.22982,229.82,0.21302000000000001,213.02,20200302,是,否,修武县接入环18-东夏庄-李固,7.0,河南,接入层
8.0,焦作,10,0.0,0.00504,5.04,0.0029300000000000003,2.93,20200302,是,否,武陟县接入环15-三阳北-余原村,13.0,河南,接入层
40.0,焦作,1,0.0,0.03595,35.95,0.03513,35.13,20200302,是,否,温县接入环37-前东南王东（铁塔）-东南冷,5.0,河南,接入层
18.0,焦作,1,0.0,0.11891,118.91,0.11367000000000001,113.67,20200302,是,否,修武县接入环13-铁罗头-靳村南,7.0,河南,接入层
2.0,焦作,1,0.0,0.0988,98.8,0.08394,83.94,20200302,是,否,马村链3-马村医院室分,1.0,河南,接入层
4.0,焦作,1,0.0,0.02345,23.45,0.019760000000000003,19.76,20200302,是,否,博爱接入环33-柏山汇聚-博爱酒奉东(铁塔),2.0,河南,接入层
0.0,焦作,1,0.0,0.0018,1.8,0.0017900000000000001,1.79,20200302,否,否,8136-焦作市地税局-1-D2EG2-2(PORT-2)-1013-高新核心3-2-81EG8-2(连接8136-焦作市地税局),1.0,河南,接入层
0.0,焦作,1,0.0,0.00566,5.66,0.0056500000000000005,5.65,20200302,否,否,焦作市南北苑链9-南北苑北苑地下室,1.0,河南,接入层
12.0,焦作,1,0.0,0.048159999999999994,48.16,0.04387,43.87,20200302,是,否,武陟县接入链5-武陟龙润湾小区,1.0,河南,接入层
68.0,焦作,20,0.0,0.50344,503.44,0.46405,464.05,20200302,是,否,焦作市区接入环12-上白作-阳光小区,10.0,河南,接入层
2.0,焦作,1,0.0,0.01024,10.24,0.00788,7.88,20200302,是,否,焦作市马村接入环2-中轴-博丽建材南-化工二厂（灯杆）链,1.0,河南,接入层
6.0,焦作,1,0.0,0.0218,21.8,0.01692,16.92,20200302,是,否,焦作市上白作接入链1-1993-绿都叠翠园室分-3-D3EM8F-1(PORT-1)-1020-上白作汇聚-1-81EG8-7(PORT-7),1.0,河南,接入层
4.0,焦作,1,0.0,0.0076100000000000004,7.61,0.0076100000000000004,7.61,20200302,是,否,温县接入环24-赵堡西-南孟封（铁塔）,2.0,河南,接入层
18.0,焦作,1,0.0,0.13945,139.45,0.12787,127.87,20200302,是,否,焦作市区接入环20-姜冯营-崔庄,8.0,河南,接入层
8.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环2-马后庄-方陵,4.0,河南,接入层
40.0,焦作,10,0.0,0.49373,493.73,0.46761,467.61,20200302,是,否,焦作市区接入环11-狮涧南（化三）-三七分厂,14.0,河南,接入层
2.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环6-红旗二区-商贸城-白徐庄链,1.0,河南,接入层
12.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环43-小北庄-任后庄,5.0,河南,接入层
0.0,焦作,1,0.0,0.00088,0.88,0.0008399999999999999,0.84,20200302,否,否,生产楼核心4链2-1897-丰收中路建行,1.0,河南,接入层
28.0,焦作,2,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环23-教委-教委2,2.0,河南,接入层
12.0,焦作,1,0.0,0.022109999999999998,22.11,0.01984,19.84,20200302,是,否,修武县双跨接入环11-产业集聚区-王屯,7.0,河南,接入层
2.0,焦作,1,0.0,0.023309999999999997,23.31,0.023,23.0,20200302,是,否,孟州接入环29-廉庄-东小庄,1.0,河南,接入层
4.0,焦作,1,0.0,0.019870000000000002,19.87,0.01477,14.77,20200302,是,否,中站接入环5-红太阳-许衡文化公园东（铁塔）,2.0,河南,接入层
0.0,焦作,1,0.0,0.00064,0.64,0.0006,0.6,20200302,否,否,生产楼核心4链1-1898-人民西路建行,1.0,河南,接入层
4.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环22-姑姑寺-东义河,2.0,河南,接入层
0.0,焦作,1,0.0,0.00082,0.82,0.00082,0.82,20200302,否,否,生产楼核心3链2-中华联合保险数据,1.0,河南,接入层
28.0,焦作,1,0.0,0.31524,315.24,0.2919,291.9,20200302,是,否,焦作市区接入环14-九里山矿-未来铝业-前蒋链,3.0,河南,接入层
16.0,焦作,1,0.0,0.26267,262.67,0.24278,242.78,20200302,是,否,温县接入环22-赵堡-林场,7.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,焦作市接入环双跨环9-杨庄小学-大北张同仁医院农行ATMl链,1.0,河南,接入层
0.0,焦作,1,0.0,0.02965,29.65,0.02479,24.79,20200302,否,否,中站接入环1-丽水金沙-田涧-焦作市解放区国有林场视屏监控链,1.0,河南,接入层
2.0,焦作,1,0.0,0.07297,72.97,0.04714,47.14,20200302,是,否,中站接入环2-中站网通-中站东福园小区,2.0,河南,接入层
4.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟乔庙接入环1-刘庄造纸厂-凯雪面粉厂,1.0,河南,接入层
6.0,焦作,3,0.0,0.20768,207.68,0.19465000000000002,194.65,20200302,是,否,焦作市接入环双跨环10-市政广场-防疫站-高新去管委会室分,3.0,河南,接入层
2.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,修武县接入环13-铁罗头-靳村南-新安镇杨庄链,1.0,河南,接入层
